source                                                                                                                                                                       , doc_type    , loader_used                   , text_chars, ok
extractdirect\DTAD_20047445_Vergabeunterlagen_20230406\UniSport-Insitut_Dach_Plaene.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,     169968, True
extractdirect\DTAD_20047445_Vergabeunterlagen_20230406\UniSport-Insitut_Dach_Terminplan.pdf                                                                                  , scanned_doc , pymupdf_text+tesseract_ocr    ,       1412, True
extractdirect\DTAD_20047445_Vergabeunterlagen_20230406\Vergabeunterlagen_Vergabe_23A0157.pdf                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,     204174, True
extractdirect\DTAD_20047453_Vergabeunterlagen_20230406\Vergabeunterlagen_Vergabe_100-23.pdf                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,     322049, True
extractdirect\DTAD_20047453_Vergabeunterlagen_20230406\WE77705_Britzer Damm 78_Projektrahmen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       2297, True
extractdirect\DTAD_20047454_Vergabeunterlagen_20230406\abbruch-und_abwrackgewerbe_tarifentgelte_ab_april_2014_stand_11-2022.pdf                                              , text_doc    , pymupdf_text+pdfplumber_tables,      88937, True
extractdirect\DTAD_20047454_Vergabeunterlagen_20230406\AK_410_2018.docx                                                                                                      , text_doc    , python-docx                   ,          0, False
extractdirect\DTAD_20047454_Vergabeunterlagen_20230406\DS-ErklÃ¤rung.pdf                                                                                                     , text_doc    , pymupdf_text                  ,       3772, True
extractdirect\DTAD_20047454_Vergabeunterlagen_20230406\heizung_klima_klempner_sanitar_tarifentgelte_ab_januar_2023_stand_11-2022.pdf                                         , text_doc    , pymupdf_text+pdfplumber_tables,      70177, True
extractdirect\DTAD_20047454_Vergabeunterlagen_20230406\Vergabeunterlagen_Vergabe_HB_BL_24 23 oe.pdf                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,     524040, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\0601_Bestandsplan_zur_Ausschreibung.pdf                                                                               , drawing_plan, pymupdf_text+tesseract_ocr    ,       5957, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\0602_Abbruchplan_zur_Ausschreibung.pdf                                                                                , drawing_plan, pymupdf_text+tesseract_ocr    ,       5358, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\0603_Entwurf_zur_Ausschreibung.pdf                                                                                    , drawing_plan, pymupdf_text+tesseract_ocr    ,       5041, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\0604_Schnitte_zur_Ausschreibung.pdf                                                                                   , drawing_plan, pymupdf_text+tesseract_ocr    ,       3228, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\2023-03-30_Regelzeichnungen.pdf                                                                                       , drawing_plan, pymupdf_text                  ,        299, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\2023-04-03_Vorspann_03-2022.pdf                                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      75620, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\abbildungen_bestand.pdf                                                                                               , drawing_plan, pymupdf_text                  ,        375, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\analytik_depv_tennenbelag.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,       7262, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\analytik_vwv_tennenbelag.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,       7076, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\formblatt_kev-320_bautagesberichte.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       7527, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\formblatt_kev-321_stundenlohnzettel.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      10644, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\Hinweise an Bieter Stand 06_2022.pdf                                                                                  , text_doc    , pymupdf_text                  ,       9943, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\Infoblatt DSGVO Stand 08_2022.pdf                                                                                     , text_doc    , pymupdf_text                  ,       4638, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\JB Kanal_Preisverzeichnis.pdf                                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,     853462, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\JB StraÃen_Preisverzeichnis.pdf                                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,     706342, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\kampfmittel_luftbildauswertung.pdf                                                                                    , text_doc    , pymupdf_text                  ,       5269, True
extractdirect\DTAD_20047461_Vergabeunterlagen_20230406\Vergabeunterlagen_Vergabe_T230020_0604_040523.pdf                                                                     , text_doc    , pymupdf_text+pdfplumber_tables,     223801, True
extractdirect\DTAD_20047463_Vergabeunterlagen_20230406\EVB-IT_Kauf_AGB.pdf                                                                                                   , text_doc    , pymupdf_text                  ,      23241, True
extractdirect\DTAD_20047463_Vergabeunterlagen_20230406\Los 1 EVB-IT_Kaufvertrag (Kurzfassung).pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       8377, True
extractdirect\DTAD_20047463_Vergabeunterlagen_20230406\Los 2   3 Vorbemerkungen.pdf                                                                                          , text_doc    , pymupdf_text                  ,        724, True
